Player_Id,Year,Team,Games_Played,Receptions,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Receptions_Over_Twenty_Yards,Receptions_Over_Forty_Yards
zay-jones,2020,LasVegasRaiders,16,14,154,11,37,1,6,42.86,1,0
charles-jones,2020,PittsburghSteelers,--,--,--,--,--,--,--,--,--,--
aaron-jones,2020,GreenBayPackers,14,47,355,7.6,30,2,15,31.91,4,0
tyron-johnson,2020,LosAngelesChargers,12,20,398,19.9,55,3,15,75,7,4
tyler-johnson,2020,TampaBayBuccaneers,14,12,169,14.1,35,2,9,75,3,0
marcus-johnson,2020,TennesseeTitans,11,14,255,18.2,55,0,11,78.57,6,1
kerryon-johnson,2020,DetroitLions,16,19,187,9.8,20,1,11,57.89,1,0
juwan-johnson,2020,NewOrleansSaints,7,4,39,9.8,19,0,3,75,0,0
jakob-johnson,2020,NewEnglandPatriots,16,8,35,4.4,12,1,3,37.5,0,0
d-ernest-johnson,2020,ClevelandBrowns,16,3,14,4.7,5,0,0,0,0,0
david-johnson,2020,HoustonTexans,12,33,314,9.5,32,2,16,48.48,4,0
collin-johnson,2020,JacksonvilleJaguars,14,18,272,15.1,46,2,12,66.67,5,1
bisi-johnson,2020,MinnesotaVikings,16,14,189,13.5,29,0,9,64.29,3,0
ty-johnson,2020,NewYorkJets,13,16,99,6.2,18,1,6,37.5,0,0
keesean-johnson,2020,ArizonaCardinals,8,15,173,11.5,45,0,7,46.67,2,1
diontae-johnson,2020,PittsburghSteelers,15,88,923,10.5,47,7,45,51.14,10,4
duke-johnson,2020,HoustonTexans,11,28,249,8.9,48,1,8,28.57,3,1
jerry-jeudy,2020,DenverBroncos,16,52,856,16.5,92,3,39,75,14,4
alshon-jeffery,2020,PhiladelphiaEagles,7,6,115,19.2,39,1,5,83.33,3,0
van-jefferson,2020,LosAngelesRams,16,19,220,11.6,31,1,11,57.89,2,0
justin-jefferson,2020,MinnesotaVikings,16,88,1400,15.9,71,7,58,65.91,23,4
blake-jarwin,2020,DallasCowboys,1,1,12,12,12,0,1,100,0,0
andy-janovich,2020,ClevelandBrowns,14,2,13,6.5,13,0,1,50,0,0
richie-james,2020,SanFrancisco49ers,11,23,394,17.1,47,1,14,60.87,7,4
jesse-james,2020,DetroitLions,16,14,129,9.2,31,2,6,42.86,2,0
josh-jacobs,2020,LasVegasRaiders,15,33,238,7.2,29,0,9,27.27,1,0
justin-jackson,2020,LosAngelesChargers,9,19,173,9.1,34,0,7,36.84,2,0
gabe-jackson,2020,LasVegasRaiders,16,--,--,--,--,--,--,--,--,--
desean-jackson,2020,PhiladelphiaEagles,5,14,236,16.9,81,1,10,71.43,3,1
cooper-kupp,2020,LosAngelesRams,15,92,974,10.6,55,3,45,48.91,12,2
jake-kumerow,2020,NewOrleansSaints,6,1,22,22,22,1,1,100,1,0
tyler-kroft,2020,BuffaloBills,10,12,119,9.9,38,3,9,75,1,0
dawson-knox,2020,BuffaloBills,12,24,288,12,36,3,14,58.33,3,0
cole-kmet,2020,ChicagoBears,16,28,243,8.7,38,2,12,42.86,1,0
george-kittle,2020,SanFrancisco49ers,8,48,634,13.2,44,2,32,66.67,8,2
keith-kirkwood,2020,CarolinaPanthers,1,1,13,13,13,0,0,0,0,0
christian-kirk,2020,ArizonaCardinals,14,48,621,12.9,80,6,30,62.5,7,3
adrian-killins-jr,2020,PhiladelphiaEagles,1,1,2,2,2,0,0,0,0,0
darvin-kidsy,2020,SeattleSeahawks,--,--,--,--,--,--,--,--,--,--
marcus-kemp,2020,KansasCityChiefs,11,1,11,11,11,0,1,100,0,0
ryan-kelly,2020,IndianapolisColts,15,--,--,--,--,--,--,--,--,--
john-kelly,2020,ClevelandBrowns,--,--,--,--,--,--,--,--,--,--
dennis-kelly,2020,TennesseeTitans,16,--,--,--,--,--,--,--,--,--
joshua-kelley,2020,LosAngelesChargers,14,23,148,6.4,35,0,9,39.13,1,0
senio-kelemete,2020,HoustonTexans,14,--,--,--,--,--,--,--,--,--
travis-kelce,2020,KansasCityChiefs,15,105,1416,13.5,45,11,79,75.24,23,2
nick-keizer,2020,KansasCityChiefs,16,6,63,10.5,22,0,2,33.33,1,0
dalton-keene-2,2020,NewEnglandPatriots,6,3,16,5.3,8,0,0,0,0,0
alvin-kamara,2020,NewOrleansSaints,15,83,756,9.1,52,5,35,42.17,9,2
t-j-logan,2020,TampaBayBuccaneers,--,--,--,--,--,--,--,--,--,--
tyler-lockett,2020,SeattleSeahawks,16,100,1054,10.5,47,10,57,57,10,2
phillip-lindsay,2020,DenverBroncos,11,7,28,4,11,0,1,14.29,0,0
tommylee-lewis,2020,NewOrleansSaints,5,1,5,5,5,0,0,0,0,0
marcedes-lewis,2020,GreenBayPackers,15,10,107,10.7,36,3,6,60,1,0
dion-lewis,2020,NewYorkGiants,16,19,127,6.7,17,1,8,42.11,0,0
taylor-lewan,2020,TennesseeTitans,5,--,--,--,--,--,--,--,--,--
jordan-leggett,2020,DenverBroncos,--,--,--,--,--,--,--,--,--,--
marqise-lee,2020,NewEnglandPatriots,--,--,--,--,--,--,--,--,--,--
khari-lee,2020,DetroitLions,--,--,--,--,--,--,--,--,--,--
allen-lazard,2020,GreenBayPackers,10,33,451,13.7,72,3,23,69.7,6,2
jarvis-landry,2020,ClevelandBrowns,15,72,840,11.7,32,3,46,63.89,11,0
kendall-lamm,2020,ClevelandBrowns,15,1,1,1,1,1,1,100,0,0
ceedee-lamb,2020,DallasCowboys,16,74,935,12.6,52,5,46,62.16,18,3
patrick-laird,2020,MiamiDolphins,16,10,68,6.8,17,0,3,30,0,0
chris-lacy,2020,DallasCowboys,--,--,--,--,--,--,--,--,--,--
matt-lacosse,2020,NewEnglandPatriots,--,--,--,--,--,--,--,--,--,--
latavius-murray,2020,NewOrleansSaints,15,23,176,7.7,25,1,8,34.78,2,0
johnny-mundt,2020,LosAngelesRams,16,4,53,13.3,34,0,1,25,1,0
raheem-mostert,2020,SanFrancisco49ers,8,16,156,9.8,76,1,5,31.25,1,1
zack-moss,2020,BuffaloBills,13,14,95,6.8,20,1,5,35.71,1,0
alfred-morris,2020,NewYorkGiants,9,3,19,6.3,9,1,2,66.67,0,0
stanley-morgan,2020,CincinnatiBengals,6,--,--,--,--,--,--,--,--,--
foster-moreau,2020,LasVegasRaiders,16,7,140,20,47,2,5,71.43,4,1
j-mon-moore,2020,HoustonTexans,--,--,--,--,--,--,--,--,--,--
jason-moore,2020,LosAngelesChargers,2,--,--,--,--,--,--,--,--,--
d-j-moore,2020,CarolinaPanthers,15,66,1193,18.1,74,4,53,80.3,19,6
david-moore,2020,SeattleSeahawks,16,35,417,11.9,57,6,18,51.43,5,3
chris-moore,2020,BaltimoreRavens,3,--,--,--,--,--,--,--,--,--
darnell-mooney,2020,ChicagoBears,16,61,631,10.3,53,4,33,54.1,6,2
ty-montgomery,2020,NewOrleansSaints,6,3,27,9,17,0,1,33.33,0,0
david-montgomery,2020,ChicagoBears,15,54,438,8.1,28,2,25,46.3,2,0
donte-moncrief,2020,NewEnglandPatriots,6,1,15,15,15,0,1,100,0,0
taquan-mizzell,2020,NewYorkGiants,--,--,--,--,--,--,--,--,--,--
joe-mixon,2020,CincinnatiBengals,6,21,138,6.6,19,1,5,23.81,0,0
steven-mitchell,2020,HoustonTexans,6,5,60,12,20,0,3,60,1,0
gardner-minshew,2020,JacksonvilleJaguars,9,1,0,0,0,0,0,0,0,0
denzel-mims,2020,NewYorkJets,9,23,357,15.5,30,0,15,65.22,6,0
scott-miller,2020,TampaBayBuccaneers,16,33,501,15.2,48,3,20,60.61,7,3
lamar-miller,2020,WashingtonFootballTeam,1,2,6,3,7,0,1,50,0,0
bruce-miller,2020,JacksonvilleJaguars,8,1,2,2,2,0,1,100,0,0
anthony-miller,2020,ChicagoBears,16,49,485,9.9,34,2,23,46.94,4,0
jaydon-mickens,2020,TampaBayBuccaneers,10,7,58,8.3,11,0,6,85.71,0,0
sony-michel,2020,NewEnglandPatriots,9,7,114,16.3,31,1,5,71.43,2,0
jakobi-meyers,2020,NewEnglandPatriots,14,59,729,12.4,35,0,37,62.71,11,0
d-k-metcalf,2020,SeattleSeahawks,16,83,1303,15.7,62,10,63,75.9,17,5
jeremy-mcnichols,2020,TennesseeTitans,16,12,55,4.6,9,0,0,0,0,0
rodney-mcleod,2020,PhiladelphiaEagles,13,--,--,--,--,--,--,--,--,--
terry-mclaurin,2020,WashingtonFootballTeam,15,87,1118,12.9,68,4,51,58.62,17,3
j-d-mckissic,2020,WashingtonFootballTeam,16,80,589,7.4,29,2,32,40,2,0
jerick-mckinnon,2020,SanFrancisco49ers,16,33,253,7.7,26,1,12,36.36,2,0
isaiah-mckenzie,2020,BuffaloBills,16,30,282,9.4,46,5,17,56.67,3,1
elijah-mcguire,2020,KansasCityChiefs,0,--,--,--,--,--,--,--,--,--
kaleb-mcgary,2020,AtlantaFalcons,14,--,--,--,--,--,--,--,--,--
anthony-mcfarland-2,2020,PittsburghSteelers,11,6,54,9,17,0,1,16.67,0,0
codey-mcelroy,2020,TampaBayBuccaneers,--,--,--,--,--,--,--,--,--,--
vance-mcdonald,2020,PittsburghSteelers,14,15,99,6.6,15,0,4,26.67,0,0
lesean-mccoy,2020,TampaBayBuccaneers,10,15,101,6.7,15,0,3,20,0,0
colt-mccoy,2020,NewYorkGiants,4,--,--,--,--,--,--,--,--,--
josh-mccown,2020,HoustonTexans,0,--,--,--,--,--,--,--,--,--
ray-ray-mccloud,2020,PittsburghSteelers,16,20,77,3.9,13,0,3,15,0,0
christian-mccaffrey,2020,CarolinaPanthers,3,17,149,8.8,24,1,8,47.06,1,0
baker-mayfield,2020,ClevelandBrowns,16,1,6,6,6,0,1,100,0,0
alexander-mattison,2020,MinnesotaVikings,13,13,125,9.6,28,1,5,38.46,1,0
jordan-matthews,2020,SanFrancisco49ers,2,--,--,--,--,--,--,--,--,--
bobby-massie,2020,ChicagoBears,8,1,4,4,4,0,1,100,0,0
marcus-mariota,2020,LasVegasRaiders,1,--,--,--,--,--,--,--,--,--
chris-manhertz,2020,CarolinaPanthers,16,6,52,8.7,17,0,1,16.67,0,0
josh-malone,2020,NewYorkJets,4,4,16,4,13,0,1,25,0,0
marlon-mack,2020,IndianapolisColts,1,3,30,10,19,0,1,33.33,0,0
austin-mack,2020,NewYorkGiants,11,7,91,13,50,0,5,71.43,1,1
david-njoku,2020,ClevelandBrowns,13,19,213,11.2,28,2,13,68.42,4,0
cam-newton,2020,NewEnglandPatriots,15,2,35,17.5,19,1,2,100,0,0
j-j-nelson,2020,BuffaloBills,--,--,--,--,--,--,--,--,--,--
siran-neal,2020,BuffaloBills,16,1,13,13,13,0,1,100,0,0
isaac-nauta,2020,GreenBayPackers,7,1,3,3,3,0,0,0,0,0
jojo-natson,2020,ClevelandBrowns,3,--,--,--,--,--,--,--,--,--
ryan-nall,2020,ChicagoBears,16,8,67,8.4,18,1,5,62.5,0,0
gabe-nabers,2020,LosAngelesChargers,16,5,25,5,9,2,2,40,0,0
devine-ozigbo,2020,JacksonvilleJaguars,8,9,42,4.7,12,0,3,33.33,0,0
james-o-shaughnessy,2020,JacksonvilleJaguars,15,28,262,9.4,26,0,12,42.86,3,0
gunner-olszewski,2020,NewEnglandPatriots,13,5,62,12.4,38,1,3,60,1,0
greg-olsen,2020,SeattleSeahawks,11,24,239,10,22,1,16,66.67,3,0
qadree-ollison,2020,AtlantaFalcons,3,--,--,--,--,--,--,--,--,--
josh-oliver,2020,JacksonvilleJaguars,--,--,--,--,--,--,--,--,--,--
nick-o-leary,2020,LasVegasRaiders,--,--,--,--,--,--,--,--,--,--
jamize-olawale,2020,DallasCowboys,--,--,--,--,--,--,--,--,--,--
albert-okwuegbunam,2020,DenverBroncos,4,11,121,11,27,1,6,54.55,1,0
dare-ogunbowale,2020,JacksonvilleJaguars,14,10,54,5.4,12,0,4,40,0,0
spencer-pulley,2020,NewYorkGiants,0,--,--,--,--,--,--,--,--,--
mycole-pruitt,2020,TennesseeTitans,11,5,49,9.8,22,2,4,80,1,0
c-j-prosise,2020,TampaBayBuccaneers,10,5,18,3.6,10,1,1,20,0,0
james-proche,2020,BaltimoreRavens,14,1,14,14,14,0,1,100,0,0
byron-pringle,2020,KansasCityChiefs,13,13,160,12.3,37,1,9,69.23,3,0
dak-prescott,2020,DallasCowboys,5,1,11,11,11,1,1,100,0,0
brandon-powell,2020,AtlantaFalcons,15,12,69,5.8,13,2,5,41.67,0,0
maurkice-pouncey,2020,PittsburghSteelers,13,--,--,--,--,--,--,--,--,--
troymaine-pope,2020,LosAngelesChargers,6,8,42,5.3,11,0,1,12.5,0,0
tony-pollard,2020,DallasCowboys,16,28,193,6.9,30,1,9,32.14,1,0
michael-pittman-2,2020,IndianapolisColts,13,40,503,12.6,45,1,22,55,5,2
scottie-phillips,2020,HoustonTexans,8,1,7,7,7,0,0,0,0,0
dante-pettis,2020,NewYorkGiants,7,4,76,19,33,1,3,75,2,0
patrick-peterson,2020,ArizonaCardinals,16,--,--,--,--,--,--,--,--,--
adrian-peterson,2020,DetroitLions,16,12,101,8.4,23,0,4,33.33,1,0
jason-peters,2020,PhiladelphiaEagles,8,--,--,--,--,--,--,--,--,--
senorise-perry,2020,TennesseeTitans,7,--,--,--,--,--,--,--,--,--
malcolm-perry,2020,MiamiDolphins,9,9,92,10.2,25,1,4,44.44,1,0
breshad-perriman,2020,NewYorkJets,12,30,505,16.8,53,3,20,66.67,10,3
paul-perkins,2020,IndianapolisColts,--,--,--,--,--,--,--,--,--,--
josh-perkins,2020,PhiladelphiaEagles,--,--,--,--,--,--,--,--,--,--
samaje-perine,2020,CincinnatiBengals,16,11,66,6,15,0,4,36.36,0,0
la-mical-perine,2020,NewYorkJets,10,11,63,5.7,14,0,3,27.27,0,0
donovan-peoples-jones,2020,ClevelandBrowns,12,14,304,21.7,75,2,10,71.43,4,1
rashaad-penny,2020,SeattleSeahawks,3,--,--,--,--,--,--,--,--,--
elijhaa-penny,2020,NewYorkGiants,14,2,20,10,11,0,1,50,0,0
andre-patton,2020,MiamiDolphins,--,--,--,--,--,--,--,--,--,--
cordarrelle-patterson,2020,ChicagoBears,16,21,132,6.3,25,0,7,33.33,1,0
tim-patrick,2020,DenverBroncos,15,51,742,14.6,61,6,33,64.71,14,4
zach-pascal,2020,IndianapolisColts,16,44,629,14.3,42,5,29,65.91,13,1
colby-parkinson,2020,SeattleSeahawks,6,2,16,8,10,0,2,100,0,0
devante-parker,2020,MiamiDolphins,14,63,793,12.6,31,4,45,71.43,10,0
donald-parham,2020,LosAngelesChargers,13,10,159,15.9,26,3,8,80,4,0
brent-qvale,2020,HoustonTexans,14,--,--,--,--,--,--,--,--,--
trey-quinn,2020,JacksonvilleJaguars,1,--,--,--,--,--,--,--,--,--
david-quessenberry,2020,TennesseeTitans,12,--,--,--,--,--,--,--,--,--
matt-ryan,2020,AtlantaFalcons,16,--,--,--,--,--,--,--,--,--
henry-ruggs-iii,2020,LasVegasRaiders,13,26,452,17.4,72,2,13,50,8,4
kyle-rudolph,2020,MinnesotaVikings,12,28,334,11.9,25,1,16,57.14,5,0
john-ross,2020,CincinnatiBengals,3,2,17,8.5,15,0,1,50,0,0
chester-rogers,2020,TennesseeTitans,--,--,--,--,--,--,--,--,--,--
ben-roethlisberger,2020,PittsburghSteelers,15,--,--,--,--,--,--,--,--,--
richard-rodgers,2020,PhiladelphiaEagles,14,24,345,14.4,33,2,16,66.67,5,0
aaron-rodgers,2020,GreenBayPackers,16,1,-6,-6,-6,0,0,0,0,0
james-robinson-3,2020,JacksonvilleJaguars,14,49,344,7,28,3,15,30.61,2,0
demarcus-robinson,2020,KansasCityChiefs,16,45,466,10.4,28,3,26,57.78,7,0
allen-robinson,2020,ChicagoBears,16,102,1250,12.3,42,6,68,66.67,22,1
seth-roberts,2020,GreenBayPackers,7,4,31,7.8,12,0,2,50,0,0
elandon-roberts,2020,MiamiDolphins,13,--,--,--,--,--,--,--,--,--
andre-roberts,2020,BuffaloBills,15,4,34,8.5,16,0,2,50,0,0
philip-rivers,2020,IndianapolisColts,16,--,--,--,--,--,--,--,--,--
riley-ridley,2020,ChicagoBears,5,4,39,9.8,18,0,3,75,0,0
calvin-ridley,2020,AtlantaFalcons,15,90,1374,15.3,63,9,65,72.22,23,3
theo-riddick,2020,LasVegasRaiders,4,5,43,8.6,15,0,1,20,0,0
jalen-richard,2020,LasVegasRaiders,13,19,138,7.3,19,0,5,26.32,0,0
patrick-ricard,2020,BaltimoreRavens,15,9,45,5,11,1,3,33.33,0,0
josh-reynolds,2020,LosAngelesRams,16,52,618,11.9,40,2,31,59.62,8,1
craig-reynolds,2020,JacksonvilleJaguars,2,1,3,3,3,0,0,0,0,0
hunter-renfrow,2020,LasVegasRaiders,16,56,656,11.7,53,2,32,57.14,7,2
jordan-reed,2020,SanFrancisco49ers,10,26,231,8.9,26,4,16,61.54,1,0
jalen-reagor,2020,PhiladelphiaEagles,11,31,396,12.8,55,1,19,61.29,4,1
kalif-raymond,2020,TennesseeTitans,15,9,187,20.8,61,0,7,77.78,4,2
damion-ratley,2020,HoustonTexans,5,4,63,15.8,29,0,2,50,1,0
tyrone-swoopes,2020,WashingtonFootballTeam,--,--,--,--,--,--,--,--,--,--
ryan-switzer,2020,ClevelandBrowns,--,--,--,--,--,--,--,--,--,--
d-andre-swift,2020,DetroitLions,13,46,357,7.8,26,2,15,32.61,1,0
tommy-sweeney,2020,BuffaloBills,--,--,--,--,--,--,--,--,--,--
freddie-swain,2020,SeattleSeahawks,16,13,159,12.2,23,2,6,46.15,3,0
geoff-swaim,2020,TennesseeTitans,10,9,83,9.2,16,1,6,66.67,0,0
courtland-sutton,2020,DenverBroncos,1,3,66,22,45,0,2,66.67,2,1
luke-stocker,2020,AtlantaFalcons,16,7,63,9,25,0,4,57.14,1,0
kenny-stills,2020,BuffaloBills,10,11,144,13.1,24,1,8,72.73,2,0
jace-sternberger,2020,GreenBayPackers,12,12,114,9.5,27,1,6,50,2,0
equanimeous-st-brown,2020,GreenBayPackers,12,7,117,16.7,24,1,6,85.71,3,0
matthew-stafford,2020,DetroitLions,16,0,0,0,--,0,0,0,0,0
jeremy-sprinkle,2020,WashingtonFootballTeam,16,1,6,6,6,0,0,0,0,0
diontae-spencer,2020,DenverBroncos,11,3,26,8.7,10,0,1,33.33,0,0
benny-snell,2020,PittsburghSteelers,16,10,61,6.1,14,0,3,30,0,0
willie-snead,2020,BaltimoreRavens,13,33,432,13.1,34,3,23,69.7,7,0
durham-smythe,2020,MiamiDolphins,15,26,208,8,19,2,13,50,0,0
juju-smith-schuster,2020,PittsburghSteelers,16,97,831,8.6,31,9,48,49.48,13,0
vyncint-smith,2020,NewYorkJets,7,1,13,13,13,0,1,100,0,0
tre-quan-smith,2020,NewOrleansSaints,14,34,448,13.2,31,4,22,64.71,9,0
rodney-smith-2,2020,CarolinaPanthers,7,9,59,6.6,12,0,1,11.11,0,0
rod-smith,2020,NewYorkGiants,--,--,--,--,--,--,--,--,--,--
lee-smith,2020,BuffaloBills,10,4,35,8.8,27,2,3,75,1,0
keith-smith,2020,AtlantaFalcons,16,11,59,5.4,13,0,4,36.36,0,0
jonnu-smith,2020,TennesseeTitans,15,41,448,10.9,63,8,25,60.98,4,1
jeff-smith,2020,NewYorkJets,12,17,167,9.8,21,0,9,52.94,1,0
ito-smith,2020,AtlantaFalcons,14,17,75,4.4,17,0,3,17.65,0,0
geno-smith,2020,SeattleSeahawks,1,--,--,--,--,--,--,--,--,--
devin-smith,2020,NewEnglandPatriots,--,--,--,--,--,--,--,--,--,--
alex-smith,2020,WashingtonFootballTeam,8,--,--,--,--,--,--,--,--,--
irv-smith,2020,MinnesotaVikings,13,30,365,12.2,36,5,22,73.33,6,0
kaden-smith,2020,NewYorkGiants,15,18,112,6.2,16,0,8,44.44,0,0
wendell-smallwood,2020,PittsburghSteelers,1,--,--,--,--,--,--,--,--,--
darius-slayton,2020,NewYorkGiants,16,50,751,15,41,3,40,80,10,2
matthew-slater,2020,NewEnglandPatriots,16,--,--,--,--,--,--,--,--,--
devin-singletary,2020,BuffaloBills,16,38,269,7.1,34,0,8,21.05,2,0
steven-sims,2020,WashingtonFootballTeam,12,27,265,9.8,30,1,13,48.15,3,0
cam-sims,2020,WashingtonFootballTeam,16,32,477,14.9,50,1,18,56.25,9,2
anthony-sherman,2020,KansasCityChiefs,13,1,5,5,5,1,1,100,0,0
trent-sherfield,2020,ArizonaCardinals,15,5,50,10,26,0,2,40,1,0
darrius-shepherd,2020,GreenBayPackers,8,5,46,9.2,19,0,1,20,0,0
sterling-shepard,2020,NewYorkGiants,12,66,656,9.9,29,3,37,56.06,10,0
laviska-shenault-jr,2020,JacksonvilleJaguars,14,58,600,10.3,36,5,33,56.9,10,0
tajae-sharpe,2020,KansasCityChiefs,4,0,0,0,--,0,0,0,0,0
adam-shaheen,2020,MiamiDolphins,16,12,150,12.5,43,3,9,75,2,1
ricky-seals-jones,2020,KansasCityChiefs,2,0,0,0,--,0,0,0,0,0
nick-scott,2020,LosAngelesRams,15,--,--,--,--,--,--,--,--,--
jaleel-scott,2020,NewYorkJets,1,1,16,16,16,0,1,100,0,0
da-mari-scott,2020,NewYorkGiants,--,--,--,--,--,--,--,--,--,--
boston-scott,2020,PhiladelphiaEagles,16,25,212,8.5,18,1,8,32,0,0
dalton-schultz,2020,DallasCowboys,16,63,615,9.8,28,4,33,52.38,3,0
matt-schaub,2020,AtlantaFalcons,1,--,--,--,--,--,--,--,--,--
max-scharping,2020,HoustonTexans,15,0,7,0,7,0,0,0,0,0
bo-scarbrough,2020,SeattleSeahawks,1,--,--,--,--,--,--,--,--,--
eric-saubert,2020,JacksonvilleJaguars,8,3,16,5.3,9,0,0,0,0,0
mohamed-sanu,2020,DetroitLions,10,17,187,11,21,1,13,76.47,3,0
jason-sanders,2020,MiamiDolphins,16,--,--,--,--,--,--,--,--,--
emmanuel-sanders,2020,NewOrleansSaints,14,61,726,11.9,51,5,33,54.1,7,2
miles-sanders,2020,PhiladelphiaEagles,12,28,197,7,28,0,8,28.57,3,0
jaylen-samuels,2020,PittsburghSteelers,14,9,46,5.1,12,0,2,22.22,0,0
deebo-samuel,2020,SanFrancisco49ers,7,33,391,11.9,35,1,19,57.58,8,0
curtis-samuel,2020,CarolinaPanthers,15,77,851,11.1,44,3,39,50.65,12,1
drew-sample,2020,CincinnatiBengals,16,40,349,8.7,23,1,16,40,1,0
ty-sambrailo,2020,TennesseeTitans,10,--,--,--,--,--,--,--,--,--
malik-turner,2020,DallasCowboys,6,--,--,--,--,--,--,--,--,--
zeke-turner,2020,ArizonaCardinals,16,1,26,26,26,0,1,100,1,0
laquon-treadwell,2020,AtlantaFalcons,5,6,49,8.2,14,2,4,66.67,0,0
ross-travis,2020,NewYorkJets,1,--,--,--,--,--,--,--,--,--
adam-trautman,2020,NewOrleansSaints,15,15,171,11.4,41,1,9,60,2,1
robert-tonyan,2020,GreenBayPackers,16,52,586,11.3,45,11,33,63.46,9,1
eric-tomlinson,2020,BaltimoreRavens,7,0,0,0,--,0,0,0,0,0
levine-toilolo,2020,NewYorkGiants,16,5,46,9.2,14,0,3,60,0,0
darwin-thompson,2020,KansasCityChiefs,14,7,65,9.3,37,1,3,42.86,1,0
colin-thompson,2020,CarolinaPanthers,15,1,7,7,7,1,1,100,0,0
chris-thompson,2020,JacksonvilleJaguars,8,20,146,7.3,15,1,5,25,0,0
mike-thomas-2,2020,CincinnatiBengals,14,13,132,10.2,29,1,7,53.85,2,0
michael-thomas,2020,NewOrleansSaints,7,40,438,11,24,0,25,62.5,5,0
logan-thomas,2020,WashingtonFootballTeam,16,72,670,9.3,30,6,36,50,5,0
jordan-thomas,2020,NewEnglandPatriots,6,1,3,3,3,1,1,100,0,0
ian-thomas,2020,CarolinaPanthers,16,20,145,7.3,21,1,11,55,1,0
de-anthony-thomas,2020,BaltimoreRavens,--,--,--,--,--,--,--,--,--,--
chris-david-thompson,2020,SanFrancisco49ers,--,--,--,--,--,--,--,--,--,--
adam-thielen,2020,MinnesotaVikings,15,74,925,12.5,51,14,52,70.27,11,1
wyatt-teller,2020,ClevelandBrowns,11,--,--,--,--,--,--,--,--,--
tyrod-taylor,2020,LosAngelesChargers,2,--,--,--,--,--,--,--,--,--
trent-taylor,2020,SanFrancisco49ers,12,10,86,8.6,29,0,5,50,2,0
taywan-taylor,2020,ClevelandBrowns,3,0,0,0,--,0,0,0,0,0
malik-taylor,2020,GreenBayPackers,15,5,66,13.2,26,1,4,80,2,0
jonathan-taylor,2020,IndianapolisColts,15,36,299,8.3,39,1,12,33.33,5,0
j-j-taylor,2020,NewEnglandPatriots,6,1,4,4,4,0,0,0,0,0
golden-tate,2020,NewYorkGiants,12,35,388,11.1,39,2,19,54.29,5,0
auden-tate,2020,CincinnatiBengals,9,14,150,10.7,19,0,9,64.29,0,0
ryan-tannehill,2020,TennesseeTitans,16,1,0,0,0,0,0,0,0,0
c-j-uzomah,2020,CincinnatiBengals,2,8,87,10.9,23,1,6,75,1,0
john-ursua,2020,SeattleSeahawks,--,--,--,--,--,--,--,--,--,--
danny-vitale,2020,NewEnglandPatriots,--,--,--,--,--,--,--,--,--,--
alejandro-villanueva,2020,PittsburghSteelers,16,--,--,--,--,--,--,--,--,--
vita-vea,2020,TampaBayBuccaneers,5,--,--,--,--,--,--,--,--,--
ke-shawn-vaughn,2020,TampaBayBuccaneers,10,5,34,6.8,13,1,2,40,0,0
nick-vannett,2020,DenverBroncos,15,14,95,6.8,19,1,6,42.86,0,0
marquez-valdes-scantling,2020,GreenBayPackers,16,33,690,20.9,78,6,27,81.82,10,6
isaiah-wright,2020,WashingtonFootballTeam,14,27,197,7.3,22,0,10,37.04,1,0
robert-woods,2020,LosAngelesRams,16,90,936,10.4,56,6,46,51.11,11,1
charlie-woerner,2020,SanFrancisco49ers,14,3,36,12,18,0,2,66.67,0,0
jason-witten,2020,LasVegasRaiders,16,13,69,5.3,15,2,8,61.54,0,0
javon-wims,2020,ChicagoBears,13,6,48,8,13,1,4,66.67,0,0
russell-wilson,2020,SeattleSeahawks,16,--,--,--,--,--,--,--,--,--
luke-willson,2020,SeattleSeahawks,8,1,12,12,12,0,0,0,0,0
jeff-wilson,2020,SanFrancisco49ers,12,13,133,10.2,21,3,8,61.54,1,0
ced-wilson,2020,DallasCowboys,16,17,189,11.1,42,2,10,58.82,2,2
albert-wilson,2020,MiamiDolphins,--,--,--,--,--,--,--,--,--,--
damion-willis,2020,JacksonvilleJaguars,--,--,--,--,--,--,--,--,--,--
derrick-willies,2020,ClevelandBrowns,1,--,--,--,--,--,--,--,--,--
tyrell-williams,2020,LasVegasRaiders,--,--,--,--,--,--,--,--,--,--
preston-williams,2020,MiamiDolphins,8,18,288,16,47,4,14,77.78,6,1
maxx-williams,2020,ArizonaCardinals,9,8,102,12.8,42,1,4,50,2,1
jonathan-williams,2020,WashingtonFootballTeam,5,4,21,5.3,10,0,2,50,0,0
jamaal-williams,2020,GreenBayPackers,14,31,236,7.6,29,1,11,35.48,1,0
duke-williams,2020,BuffaloBills,1,--,--,--,--,--,--,--,--,--
darrel-williams,2020,KansasCityChiefs,16,18,116,6.4,15,0,6,33.33,0,0
damien-williams,2020,KansasCityChiefs,--,--,--,--,--,--,--,--,--,--
trayveon-williams,2020,CincinnatiBengals,10,5,30,6,13,0,1,20,0,0
chad-williams,2020,KansasCityChiefs,--,--,--,--,--,--,--,--,--,--
antonio-williams,2020,BuffaloBills,1,1,20,20,20,0,1,100,1,0
jordan-wilkins,2020,IndianapolisColts,15,12,105,8.8,24,0,3,25,2,0
christian-wilkins,2020,MiamiDolphins,14,--,--,--,--,--,--,--,--,--
