Player_Id,Year,Team,Games_Played,Receptions,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Receptions_Over_Twenty_Yards,Receptions_Over_Forty_Yards
nick-bawden,2020,DetroitLions,--,--,--,--,--,--,--,--,--,--
marcus-baugh,2020,WashingtonFootballTeam,8,1,2,2,2,0,0,0,0,0
cameron-batson,2020,TennesseeTitans,12,12,100,8.3,18,1,7,58.33,0,0
kenjon-barner,2020,TampaBayBuccaneers,6,0,0,0,--,0,0,0,0,0
saquon-barkley,2020,NewYorkGiants,2,6,60,10,38,0,3,50,1,0
matt-barkley,2020,BuffaloBills,5,--,--,--,--,--,--,--,--,--
peyton-barber,2020,WashingtonFootballTeam,16,4,12,3,7,0,1,25,0,0
kalen-ballage,2020,LosAngelesChargers,11,29,166,5.7,21,0,5,17.24,1,0
sean-culkin,2020,BaltimoreRavens,1,--,--,--,--,--,--,--,--,--
dane-cruikshank,2020,TennesseeTitans,2,--,--,--,--,--,--,--,--,--
jamison-crowder,2020,NewYorkJets,12,59,699,11.9,69,6,32,54.24,9,2
jason-croom,2020,PhiladelphiaEagles,4,1,3,3,3,1,1,100,0,0
river-cracraft,2020,SanFrancisco49ers,9,6,41,6.8,12,0,2,33.33,0,0
chandler-cox,2020,MiamiDolphins,8,2,9,4.5,6,0,1,50,0,0
keke-coutee,2020,HoustonTexans,8,33,400,12.1,64,3,18,54.55,3,2
kirk-cousins,2020,MinnesotaVikings,16,--,--,--,--,--,--,--,--,--
cody-core,2020,NewYorkGiants,--,--,--,--,--,--,--,--,--,--
pharoh-cooper,2020,CarolinaPanthers,16,5,73,14.6,32,0,3,60,1,0
amari-cooper,2020,DallasCowboys,16,92,1114,12.1,69,5,54,58.7,13,3
brandin-cooks,2020,HoustonTexans,15,81,1150,14.2,57,6,52,64.2,20,3
jared-cook,2020,NewOrleansSaints,15,37,504,13.6,46,7,27,72.97,6,3
dalvin-cook,2020,MinnesotaVikings,14,44,361,8.2,50,1,17,38.64,4,1
james-conner,2020,PittsburghSteelers,13,35,215,6.1,18,0,10,28.57,0,0
chris-conley,2020,JacksonvilleJaguars,15,40,471,11.8,51,2,24,60,5,1
tyler-conklin,2020,MinnesotaVikings,16,19,194,10.2,30,1,11,57.89,2,0
alex-collins,2020,SeattleSeahawks,3,1,4,4,4,0,0,0,0,0
tevin-coleman,2020,SanFrancisco49ers,8,4,34,8.5,18,0,2,50,0,0
corey-coleman,2020,NewYorkGiants,--,--,--,--,--,--,--,--,--,--
keelan-cole,2020,JacksonvilleJaguars,16,55,642,11.7,51,5,34,61.82,8,1
tarik-cohen,2020,ChicagoBears,3,6,41,6.8,20,0,1,16.67,1,0
randall-cobb,2020,HoustonTexans,10,38,441,11.6,34,3,20,52.63,6,0
tyrie-cleveland,2020,DenverBroncos,10,6,63,10.5,17,0,4,66.67,0,0
corey-clement,2020,PhiladelphiaEagles,15,5,25,5,12,0,2,40,0,0
chase-claypool,2020,PittsburghSteelers,16,62,873,14.1,84,9,41,66.13,14,2
nick-chubb,2020,ClevelandBrowns,12,16,150,9.4,26,0,6,37.5,1,0
d-j-chark,2020,JacksonvilleJaguars,13,53,706,13.3,73,5,37,69.81,10,2
quintez-cephus,2020,DetroitLions,13,20,349,17.5,49,2,16,80,7,1
anthony-castonzo,2020,IndianapolisColts,12,--,--,--,--,--,--,--,--,--
deandre-carter,2020,ChicagoBears,13,1,8,8,8,0,0,0,0,0
cethan-carter,2020,CincinnatiBengals,15,5,53,10.6,24,0,3,60,2,0
chris-carson,2020,SeattleSeahawks,12,37,287,7.8,29,4,14,37.84,2,0
derek-carrier,2020,LasVegasRaiders,16,1,14,14,14,0,1,100,0,0
derek-carr,2020,LasVegasRaiders,16,--,--,--,--,--,--,--,--,--
austin-carr,2020,NewOrleansSaints,6,3,27,9,11,1,3,100,0,0
stephen-carlson,2020,ClevelandBrowns,16,1,11,11,11,0,1,100,0,0
trenton-cannon,2020,CarolinaPanthers,14,3,16,5.3,19,0,1,33.33,0,0
parris-campbell,2020,IndianapolisColts,2,6,71,11.8,21,0,4,66.67,1,0
marquez-callaway,2020,NewOrleansSaints,11,21,213,10.1,27,0,10,47.62,1,0
antonio-callaway,2020,MiamiDolphins,5,2,20,10,13,0,1,50,0,0
deon-cain,2020,PittsburghSteelers,2,--,--,--,--,--,--,--,--,--
lawrence-cager,2020,NewYorkJets,2,2,35,17.5,19,0,2,100,0,0
jason-cabinda,2020,DetroitLions,16,2,8,4,4,0,1,50,0,0
ross-dwelley,2020,SanFrancisco49ers,16,19,245,12.9,36,1,10,52.63,3,0
devin-duvernay,2020,BaltimoreRavens,16,20,201,10.1,39,0,8,40,1,0
quinton-dunbar,2020,SeattleSeahawks,6,--,--,--,--,--,--,--,--,--
ashton-dulin,2020,IndianapolisColts,13,3,53,17.7,34,0,2,66.67,1,0
jeff-driskel,2020,DenverBroncos,3,--,--,--,--,--,--,--,--,--
kenyan-drake,2020,ArizonaCardinals,15,25,137,5.5,18,0,5,20,0,0
jack-doyle,2020,IndianapolisColts,14,23,251,10.9,28,3,13,56.52,2,0
keelan-doss,2020,LasVegasRaiders,1,--,--,--,--,--,--,--,--,--
phillip-dorsett,2020,SeattleSeahawks,0,--,--,--,--,--,--,--,--,--
josh-doctson,2020,NewYorkJets,--,--,--,--,--,--,--,--,--,--
j-k-dobbins,2020,BaltimoreRavens,15,18,120,6.7,19,0,4,22.22,0,0
will-dissly,2020,SeattleSeahawks,16,24,251,10.5,28,2,12,50,3,0
brandon-dillon,2020,MinnesotaVikings,3,1,6,6,6,0,0,0,0,0
a-j-dillon,2020,GreenBayPackers,11,2,21,10.5,16,0,1,50,0,0
stefon-diggs,2020,BuffaloBills,16,127,1535,12.1,55,8,73,57.48,20,5
gehrig-dieter,2020,KansasCityChiefs,4,1,10,10,10,0,1,100,0,0
seth-devalve,2020,ArizonaCardinals,4,0,0,0,--,0,0,0,0,0
michael-deiter,2020,MiamiDolphins,16,--,--,--,--,--,--,--,--,--
josiah-deguara,2020,GreenBayPackers,2,1,12,12,12,0,1,100,0,0
taylor-decker,2020,DetroitLions,16,--,--,--,--,--,--,--,--,--
dion-dawkins,2020,BuffaloBills,16,--,--,--,--,--,--,--,--,--
trevor-davis,2020,WashingtonFootballTeam,--,--,--,--,--,--,--,--,--,--
robert-davis,2020,LasVegasRaiders,--,--,--,--,--,--,--,--,--,--
rashard-davis,2020,TennesseeTitans,--,--,--,--,--,--,--,--,--,--
mike-davis,2020,CarolinaPanthers,15,59,373,6.3,23,2,17,28.81,4,0
gabriel-davis,2020,BuffaloBills,16,35,599,17.1,56,7,27,77.14,10,3
corey-davis,2020,TennesseeTitans,14,65,984,15.1,75,5,49,75.38,14,3
cody-davis,2020,NewEnglandPatriots,13,--,--,--,--,--,--,--,--,--
amara-darboh,2020,CarolinaPanthers,--,--,--,--,--,--,--,--,--,--
darrell-daniels,2020,ArizonaCardinals,12,8,92,11.5,31,1,4,50,2,0
chase-daniel,2020,DetroitLions,4,--,--,--,--,--,--,--,--,--
andy-dalton,2020,DallasCowboys,11,1,-3,-3,-3,0,0,0,0,0
deejay-dallas,2020,SeattleSeahawks,12,17,111,6.5,13,1,5,29.41,0,0
dominique-dafney,2020,GreenBayPackers,5,2,26,13,13,1,2,100,0,0
gerald-everett,2020,LosAngelesRams,16,41,417,10.2,40,1,24,58.54,3,1
mike-evans,2020,TampaBayBuccaneers,16,70,1006,14.4,50,13,55,78.57,20,2
darrynton-evans,2020,TennesseeTitans,5,2,27,13.5,24,1,2,100,1,0
tyler-ervin,2020,GreenBayPackers,8,11,84,7.6,24,0,6,54.55,1,0
zach-ertz,2020,PhiladelphiaEagles,11,36,335,9.3,42,1,16,44.44,4,1
alex-erickson,2020,CincinnatiBengals,16,12,139,11.6,42,0,5,41.67,2,1
evan-engram,2020,NewYorkGiants,16,63,654,10.4,53,1,32,50.79,6,2
ezekiel-elliott,2020,DallasCowboys,15,52,338,6.5,19,2,20,38.46,0,0
ben-ellefson,2020,JacksonvilleJaguars,7,1,10,10,10,0,1,100,0,0
austin-ekeler,2020,LosAngelesChargers,10,54,403,7.5,28,2,20,37.04,2,0
tyler-eifert,2020,JacksonvilleJaguars,15,36,349,9.7,28,2,22,61.11,1,0
clyde-edwards-helaire,2020,KansasCityChiefs,13,36,297,8.3,26,1,12,33.33,3,0
gus-edwards,2020,BaltimoreRavens,16,9,129,14.3,34,0,4,44.44,3,0
bryan-edwards,2020,LasVegasRaiders,12,11,193,17.6,34,1,9,81.82,5,0
trey-edmunds,2020,PittsburghSteelers,4,--,--,--,--,--,--,--,--,--
chase-edmonds,2020,ArizonaCardinals,16,53,402,7.6,30,4,21,39.62,2,0
julian-edelman,2020,NewEnglandPatriots,6,21,315,15,49,0,18,85.71,3,1
eric-ebron,2020,PittsburghSteelers,15,56,558,10,27,5,30,53.57,6,0
devin-funchess,2020,GreenBayPackers,--,--,--,--,--,--,--,--,--,--
troy-fumagalli,2020,DenverBroncos,8,8,80,10,29,1,6,75,1,0
will-fuller,2020,HoustonTexans,11,53,879,16.6,77,8,38,71.7,14,4
travis-fulgham,2020,PhiladelphiaEagles,13,38,539,14.2,42,4,26,68.42,5,2
royce-freeman,2020,DenverBroncos,16,12,81,6.8,28,0,4,33.33,1,0
devonta-freeman,2020,BuffaloBills,5,7,58,8.3,18,0,3,42.86,0,0
jordan-franks,2020,ClevelandBrowns,--,--,--,--,--,--,--,--,--,--
bennie-fowler,2020,NewOrleansSaints,5,2,11,5.5,7,0,1,50,0,0
leonard-fournette,2020,TampaBayBuccaneers,13,36,233,6.5,20,0,9,25,1,0
daurice-fountain,2020,IndianapolisColts,5,2,23,11.5,12,0,2,100,0,0
robert-foster,2020,WashingtonFootballTeam,4,2,37,18.5,28,0,2,100,1,0
d-j-foster,2020,ArizonaCardinals,10,1,7,7,7,0,1,100,0,0
d-onta-foreman,2020,TennesseeTitans,6,1,5,5,5,1,1,100,0,0
isaiah-ford,2020,MiamiDolphins,10,28,276,9.9,18,0,18,64.29,0,0
nick-foles,2020,ChicagoBears,9,--,--,--,--,--,--,--,--,--
ereck-flowers,2020,MiamiDolphins,14,--,--,--,--,--,--,--,--,--
matt-flanagan,2020,JacksonvilleJaguars,--,--,--,--,--,--,--,--,--,--
joe-flacco,2020,NewYorkJets,5,--,--,--,--,--,--,--,--,--
ryan-fitzpatrick,2020,MiamiDolphins,9,1,0,0,0,0,0,0,0,0
larry-fitzgerald,2020,ArizonaCardinals,13,54,409,7.6,18,1,25,46.3,0,0
eric-fisher,2020,KansasCityChiefs,15,1,2,2,2,1,1,100,0,0
anthony-firkser,2020,TennesseeTitans,16,39,387,9.9,45,1,26,66.67,4,1
darren-fells,2020,HoustonTexans,16,21,312,14.9,44,4,16,76.19,3,1
noah-fant,2020,DenverBroncos,15,62,673,10.9,37,3,34,54.84,8,0
george-fant,2020,NewYorkJets,14,--,--,--,--,--,--,--,--,--
jalen-guyton,2020,LosAngelesChargers,16,28,511,18.3,72,3,18,64.29,7,4
todd-gurley,2020,AtlantaFalcons,15,25,164,6.6,26,0,7,28,1,0
rob-gronkowski,2020,TampaBayBuccaneers,16,45,623,13.8,48,7,29,64.44,10,2
xavier-grimble,2020,BaltimoreRavens,--,--,--,--,--,--,--,--,--,--
ryan-francis-griffin,2020,NewYorkJets,15,9,86,9.6,23,0,4,44.44,1,0
garrett-griffin,2020,NewOrleansSaints,4,--,--,--,--,--,--,--,--,--
virgil-green,2020,LosAngelesChargers,6,3,50,16.7,26,1,2,66.67,1,0
a-j-green,2020,CincinnatiBengals,16,47,523,11.1,33,2,34,72.34,3,0
cyril-grayson,2020,TampaBayBuccaneers,3,0,0,0,--,0,0,0,0,0
hroniss-grasu,2020,SanFrancisco49ers,9,--,--,--,--,--,--,--,--,--
jakeem-grant,2020,MiamiDolphins,14,36,373,10.4,30,1,22,61.11,3,0
jimmy-graham,2020,ChicagoBears,16,50,456,9.1,30,8,32,64,4,0
jaeden-graham,2020,AtlantaFalcons,16,3,25,8.3,11,0,1,33.33,0,0
frank-gore,2020,NewYorkJets,15,16,89,5.6,9,0,3,18.75,0,0
melvin-gordon,2020,DenverBroncos,15,32,158,4.9,20,1,7,21.88,1,0
josh-gordon,2020,SeattleSeahawks,--,--,--,--,--,--,--,--,--,--
marquise-goodwin,2020,PhiladelphiaEagles,--,--,--,--,--,--,--,--,--,--
kenny-golladay,2020,DetroitLions,5,20,338,16.9,48,2,16,80,4,1
dallas-goedert,2020,PhiladelphiaEagles,11,46,524,11.4,41,3,28,60.87,7,1
terry-godwin,2020,JacksonvilleJaguars,3,3,32,10.7,21,0,2,66.67,1,0
chris-godwin,2020,TampaBayBuccaneers,12,65,840,12.9,47,7,43,66.15,13,4
ted-ginn,2020,ChicagoBears,6,3,40,13.3,29,0,1,33.33,1,0
reggie-gilliam,2020,BuffaloBills,14,2,16,8,15,1,2,100,0,0
cullen-gillaspia,2020,HoustonTexans,7,1,6,6,6,0,0,0,0,0
shelton-gibson,2020,CarolinaPanthers,--,--,--,--,--,--,--,--,--,--
antonio-gibson-2,2020,WashingtonFootballTeam,14,36,247,6.9,40,0,9,25,2,1
mike-gesicki,2020,MiamiDolphins,15,53,703,13.3,70,6,36,67.92,10,1
zach-gentry,2020,PittsburghSteelers,2,--,--,--,--,--,--,--,--,--
tanner-gentry,2020,BuffaloBills,--,--,--,--,--,--,--,--,--,--
myles-gaskin,2020,MiamiDolphins,10,41,388,9.5,59,2,12,29.27,3,1
jimmy-garoppolo,2020,SanFrancisco49ers,6,--,--,--,--,--,--,--,--,--
antonio-gandy-golden,2020,WashingtonFootballTeam,6,1,3,3,3,0,0,0,0,0
michael-gallup,2020,DallasCowboys,16,59,843,14.3,55,5,44,74.58,11,3
wayne-gallman,2020,NewYorkGiants,15,21,114,5.4,19,0,6,28.57,0,0
russell-gage,2020,AtlantaFalcons,16,72,786,10.9,35,4,50,69.44,6,0
rico-gafford,2020,LasVegasRaiders,3,0,0,0,--,0,0,0,0,0
blaine-gabbert,2020,TampaBayBuccaneers,4,--,--,--,--,--,--,--,--,--
ishmael-hyman,2020,CarolinaPanthers,--,--,--,--,--,--,--,--,--,--
carlos-hyde,2020,SeattleSeahawks,10,16,93,5.8,18,0,4,25,0,0
jalen-hurts,2020,PhiladelphiaEagles,15,1,3,3,3,0,0,0,0,0
hayden-hurst,2020,AtlantaFalcons,16,56,571,10.2,42,6,35,62.5,5,1
allen-hurns,2020,MiamiDolphins,--,--,--,--,--,--,--,--,--,--
jason-huntley,2020,PhiladelphiaEagles,5,1,0,0,0,0,0,0,0,0
kareem-hunt,2020,ClevelandBrowns,16,38,304,8,26,5,19,50,3,0
brett-hundley,2020,ArizonaCardinals,0,--,--,--,--,--,--,--,--,--
adam-humphries,2020,TennesseeTitans,7,23,228,9.9,23,2,11,47.83,2,0
lil-jordan-humphrey,2020,NewOrleansSaints,3,3,46,15.3,17,1,3,100,0,0
tanner-hudson,2020,TampaBayBuccaneers,11,3,41,13.7,20,0,3,100,1,0
buddy-howell,2020,HoustonTexans,14,1,3,3,3,0,0,0,0,0
o-j-howard,2020,TampaBayBuccaneers,4,11,146,13.3,33,2,8,72.73,2,0
jordan-howard,2020,PhiladelphiaEagles,7,1,-3,-3,-3,0,0,0,0,0
jesper-horsted,2020,ChicagoBears,--,--,--,--,--,--,--,--,--,--
deandre-hopkins,2020,ArizonaCardinals,16,115,1407,12.2,60,6,75,65.22,17,6
austin-hooper,2020,ClevelandBrowns,13,46,435,9.5,36,4,27,58.7,3,0
travis-homer,2020,SeattleSeahawks,9,9,90,10,50,1,4,44.44,1,1
j-p-holtz,2020,ChicagoBears,16,0,0,0,--,0,0,0,0,0
johnny-holton,2020,NewYorkGiants,1,--,--,--,--,--,--,--,--,--
jacob-hollister,2020,SeattleSeahawks,16,25,209,8.4,20,3,14,56,1,0
cody-hollister,2020,TennesseeTitans,2,1,12,12,12,0,1,100,0,0
mack-hollins,2020,MiamiDolphins,16,16,176,11,34,1,7,43.75,2,0
alexander-hollins,2020,ClevelandBrowns,0,--,--,--,--,--,--,--,--,--
krishawn-hogan,2020,ArizonaCardinals,--,--,--,--,--,--,--,--,--,--
chris-hogan,2020,NewYorkJets,5,14,118,8.4,27,0,6,42.86,1,0
khadarel-hodge,2020,ClevelandBrowns,9,11,180,16.4,42,0,11,100,2,1
t-j-hockenson,2020,DetroitLions,16,67,723,10.8,51,6,40,59.7,6,1
nyheim-hines,2020,IndianapolisColts,16,63,482,7.7,29,4,24,38.1,2,0
t-y-hilton,2020,IndianapolisColts,15,56,762,13.6,50,5,42,75,11,3
dontrell-hilliard,2020,HoustonTexans,7,1,2,2,2,0,0,0,0,0
tyreek-hill,2020,KansasCityChiefs,15,87,1276,14.7,75,15,57,65.52,20,5
taysom-hill,2020,NewOrleansSaints,16,8,98,12.3,21,1,4,50,2,0
k-j-hill,2020,LosAngelesChargers,15,7,73,10.4,25,0,2,28.57,1,0
josh-hill,2020,NewOrleansSaints,14,8,46,5.8,16,1,3,37.5,0,0
justice-hill,2020,BaltimoreRavens,12,5,20,4,8,0,0,0,0,0
brian-hill,2020,AtlantaFalcons,16,25,199,8,26,0,7,28,2,0
cole-hikutini,2020,DallasCowboys,--,--,--,--,--,--,--,--,--,--
john-hightower,2020,PhiladelphiaEagles,13,10,167,16.7,59,0,5,50,2,2
tee-higgins,2020,CincinnatiBengals,16,67,908,13.6,67,6,52,77.61,14,2
rashard-higgins,2020,ClevelandBrowns,13,37,599,16.2,43,4,26,70.27,12,2
tyler-higbee,2020,LosAngelesRams,15,44,521,11.8,44,5,27,61.36,9,1
chris-herndon,2020,NewYorkJets,16,31,287,9.3,26,3,17,54.84,3,0
hale-hentges,2020,MinnesotaVikings,1,--,--,--,--,--,--,--,--,--
hunter-henry,2020,LosAngelesChargers,14,60,613,10.2,33,4,35,58.33,5,0
derrick-henry,2020,TennesseeTitans,16,19,114,6,53,0,4,21.05,1,1
chad-henne,2020,KansasCityChiefs,3,--,--,--,--,--,--,--,--,--
darrell-henderson,2020,LosAngelesRams,15,16,159,9.9,28,1,8,50,1,0
temarrick-hemingway,2020,WashingtonFootballTeam,8,1,10,10,10,0,1,100,0,0
charlie-heck,2020,HoustonTexans,3,0,8,0,8,0,0,0,0,0
jamycal-hasty,2020,SanFrancisco49ers,8,7,33,4.7,16,0,0,0,0,0
penny-hart,2020,SeattleSeahawks,13,1,3,3,3,0,0,0,0,0
n-keal-harry,2020,NewEnglandPatriots,14,33,309,9.4,30,2,15,45.45,2,0
dwayne-harris,2020,ChicagoBears,3,--,--,--,--,--,--,--,--,--
deonte-harris,2020,NewOrleansSaints,9,20,186,9.3,40,1,10,50,1,1
de-michael-harris,2020,IndianapolisColts,7,10,79,7.9,21,0,3,30,1,0
demetrius-harris,2020,ChicagoBears,15,7,45,6.4,9,0,2,28.57,0,0
damien-harris,2020,NewEnglandPatriots,10,5,52,10.4,15,0,4,80,0,0
kelvin-harmon,2020,WashingtonFootballTeam,--,--,--,--,--,--,--,--,--,--
mecole-hardman,2020,KansasCityChiefs,16,41,560,13.7,49,4,23,56.1,7,1
justin-hardee,2020,NewOrleansSaints,10,--,--,--,--,--,--,--,--,--
chad-hansen,2020,HoustonTexans,5,17,236,13.9,38,1,11,64.71,3,0
k-j-hamler,2020,DenverBroncos,13,30,381,12.7,49,3,17,56.67,5,1
daesean-hamilton,2020,DenverBroncos,16,23,293,12.7,40,2,16,69.57,2,1
c-j-ham,2020,MinnesotaVikings,15,8,97,12.1,30,1,6,75,1,0
marvin-hall,2020,ClevelandBrowns,12,18,302,16.8,73,2,10,55.56,4,2
ryan-izzo,2020,NewEnglandPatriots,12,13,199,15.3,50,0,6,46.15,3,1
mike-iupati,2020,SeattleSeahawks,10,--,--,--,--,--,--,--,--,--
andy-isabella,2020,ArizonaCardinals,13,21,224,10.7,54,2,10,47.62,3,1
trenton-irwin,2020,CincinnatiBengals,1,1,5,5,5,0,0,0,0,0
dontrelle-inman,2020,WashingtonFootballTeam,10,18,163,9.1,17,2,11,61.11,0,0
mark-ingram,2020,BaltimoreRavens,11,6,50,8.3,18,0,2,33.33,0,0
alec-ingold,2020,LasVegasRaiders,16,12,110,9.2,23,1,9,75,2,0
kyle-juszczyk,2020,SanFrancisco49ers,16,19,202,10.6,41,4,10,52.63,3,1
taiwan-jones,2020,BuffaloBills,13,0,0,0,--,0,0,0,0,0
ronald-jones,2020,TampaBayBuccaneers,14,28,165,5.9,37,1,2,7.14,1,0
julio-jones,2020,AtlantaFalcons,9,51,771,15.1,44,3,36,70.59,16,2
marvin-jones,2020,DetroitLions,16,76,978,12.9,43,9,52,68.42,19,1
